ANIO_REPORT;ANIO;CODMES;MES;DIA;COD_PROV;PROV;COD_CANT;CANT;COD_TIPO;TIPO;COD_EST;ESTACION;PM2.5
2021;2005;2;Febrero;23;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;4;El Camal;29,08
2021;2005;2;Febrero;24;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;4;El Camal;25,76
2021;2005;2;Febrero;25;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;4;El Camal;21,92
2021;2005;2;Febrero;26;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;4;El Camal;23,87
2021;2005;2;Febrero;27;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;4;El Camal;20,34
2021;2005;2;Febrero;28;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;4;El Camal;19,72
2021;2005;2;Febrero;1;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;20,80
2021;2005;2;Febrero;2;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;19,73
2021;2005;2;Febrero;3;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;18,26
2021;2005;2;Febrero;4;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;16,68
2021;2005;2;Febrero;5;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;12,87
2021;2005;2;Febrero;6;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;9,07
2021;2005;2;Febrero;7;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;10,68
2021;2005;2;Febrero;8;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;12,39
2021;2005;2;Febrero;9;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;13,11
2021;2005;2;Febrero;10;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;16,28
2021;2005;2;Febrero;11;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;15,68
2021;2005;2;Febrero;12;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;12,91
2021;2005;2;Febrero;13;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;18,55
2021;2005;2;Febrero;14;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;11,58
2021;2005;2;Febrero;15;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;11,51
2021;2005;2;Febrero;16;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;9,11
2021;2005;2;Febrero;17;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;11,31
2021;2005;2;Febrero;18;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;21,34
2021;2005;2;Febrero;19;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;21,48
2021;2005;2;Febrero;20;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;19,12
2021;2005;2;Febrero;21;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;16,87
2021;2005;2;Febrero;22;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;21,77
2021;2005;2;Febrero;23;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;34,81
2021;2005;2;Febrero;24;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;32,13
2021;2005;2;Febrero;25;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;36,21
2021;2005;2;Febrero;26;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;36,13
2021;2005;2;Febrero;27;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;28,90
2021;2005;2;Febrero;28;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;5;Centro;10,28
2021;2005;2;Febrero;1;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;24,36
2021;2005;2;Febrero;2;17;Pichincha;1701;Distrito Metropolitano de Quito;1;Automática;9;Jipijapa;23,95
